team_a,team_b,result
United Arab Emirates,Indonesia,1
Vietnam,Malaysia,1
Lebanon,Turkmenistan,1
Korea Republic,Sri Lanka,1
Czechia,England,1
Montenegro,Bulgaria,1
Montenegro,Bulgaria,0
Portugal,Luxembourg,1
Ukraine,Lithuania,1
Iceland,France,0
Andorra,Moldova,1
Turkey,Albania,1
Morocco,Libya,1
Morocco,Libya,0
Uruguay,Peru,1
United States,Cuba,1
Bermuda,Mexico,0
Antigua and Barbuda,Guyana,1
Saint Vincent and the Grenadines,Suriname,1
Saint Vincent and the Grenadines,Suriname,0
Nicaragua,Dominica,1
Georgia,Republic of Ireland,1
Georgia,Republic of Ireland,0
Denmark,Switzerland,1
Faroe Islands,Romania,0
Malta,Sweden,0
Norway,Spain,1
Norway,Spain,0
Bosnia and Herzegovina,Finland,1
Italy,Greece,1
Liechtenstein,Armenia,1
Liechtenstein,Armenia,0
Colombia,Chile,1
Colombia,Chile,0
Guinea,Comoros,0
Côte d'Ivoire,DR Congo,1
Tunisia,Cameroon,1
Tunisia,Cameroon,0
Dominican Republic,Saint Lucia,1
Montserrat,El Salvador,0
Jamaica,Aruba,1
Barbados,United States Virgin Islands,1
Saint Martin,Cayman Islands,1
Anguilla,Guatemala,0
Belarus,Netherlands,0
Estonia,Germany,0
Hungary,Azerbaijan,1
Wales,Croatia,1
Wales,Croatia,0
Poland,North Macedonia,1
Slovenia,Austria,0
Scotland,San Marino,1
Cyprus,Russia,0
Kazakhstan,Belgium,0
Gambia,Djibouti,1
Gambia,Djibouti,0
Chad,Liberia,1
São Tomé and Príncipe,Mauritius,1
Seychelles,South Sudan,0
Benin,Zambia,1
Benin,Zambia,0
Brazil,Nigeria,1
Brazil,Nigeria,0
Ecuador,Argentina,0
Equatorial Guinea,Togo,1
Equatorial Guinea,Togo,0
Ethiopia,Uganda,0
Kenya,Mozambique,0
Lesotho,Malawi,1
Lesotho,Malawi,0
Niger,Central African Republic,0
Slovakia,Paraguay,1
Slovakia,Paraguay,0
South Africa,Mali,1
Honduras,Martinique,1
Costa Rica,Curaçao,1
Costa Rica,Curaçao,0
Saint Kitts and Nevis,Belize,0
Grenada,French Guiana,1
British Virgin Islands,Bonaire,0
Kosovo,Montenegro,1
Bulgaria,England,0
Lithuania,Serbia,0
Ukraine,Portugal,1
Iceland,Andorra,1
France,Turkey,1
France,Turkey,0
Moldova,Albania,0
Czechia,Northern Ireland,0
Egypt,Botswana,1
Rwanda,Tanzania,1
Rwanda,Tanzania,0
Venezuela,Trinidad and Tobago,1
Guyana,Antigua and Barbuda,1
Dominica,Nicaragua,0
Suriname,Saint Vincent and the Grenadines,0
Sint Maarten,Guadeloupe,0
Gibraltar,Georgia,0
Switzerland,Republic of Ireland,1
Faroe Islands,Malta,1
Sweden,Spain,1
Sweden,Spain,0
Romania,Norway,1
Romania,Norway,0
Israel,Latvia,1
Finland,Armenia,1
Liechtenstein,Italy,0
Greece,Bosnia and Herzegovina,1
Algeria,Colombia,1
Bermuda,Guatemala,1
Bermuda,Guatemala,0
Bolivia,Haiti,1
Chile,Guinea,1
Denmark,Luxembourg,1
Kuwait,Turkmenistan,1
Kuwait,Turkmenistan,0
Mauritania,Libya,1
Mauritania,Libya,0
Morocco,Gabon,0
Peru,Uruguay,1
Peru,Uruguay,0
Canada,United States,1
Mexico,Panama,1
Dominican Republic,Montserrat,1
Dominican Republic,Montserrat,0
Saint Lucia,El Salvador,0
Aruba,Jamaica,0
Cayman Islands,Saint Martin,1
United States Virgin Islands,Barbados,0
Anguilla,Puerto Rico,0
Syria,Guam,1
Philippines,China,1
Philippines,China,0
Jordan,Nepal,1
Taiwan,Australia,0
Cambodia,Iraq,0
Bahrain,Iran,1
Palestine,Saudi Arabia,1
Palestine,Saudi Arabia,0
Singapore,Uzbekistan,0
India,Bangladesh,1
India,Bangladesh,0
Qatar,Oman,1
Mongolia,Kyrgyzstan,0
Tajikistan,Japan,0
Thailand,United Arab Emirates,1
Indonesia,Vietnam,0
North Korea,Korea Republic,1
North Korea,Korea Republic,0
Sri Lanka,Lebanon,0
West Papua,East Turkestan,0
Egypt,Liberia,1
Nicaragua,Cuba,1
Nicaragua,Cuba,0
Malaysia,Tajikistan,1
Namibia,Zambia,0
Uzbekistan,Kyrgyzstan,1
Nicaragua,Cuba,0
Trinidad and Tobago,Anguilla,1
Namibia,Chad,1
Malawi,South Sudan,1
Burkina Faso,Uganda,1
Burkina Faso,Uganda,0
Sudan,São Tomé and Príncipe,1
Angola,Gambia,0
Central African Republic,Burundi,1
Cameroon,Cabo Verde,1
Cameroon,Cabo Verde,0
Guinea-Bissau,Eswatini,1
Senegal,Congo,1
Nigeria,Benin,1
Sierra Leone,Lesotho,1
Sierra Leone,Lesotho,0
Mali,Guinea,1
Mali,Guinea,0
Ghana,South Africa,1
DR Congo,Gabon,1
DR Congo,Gabon,0
Mozambique,Rwanda,1
Egypt,Kenya,1
Egypt,Kenya,0
Togo,Comoros,0
Algeria,Zambia,1
England,Montenegro,1
Czechia,Kosovo,1
Portugal,Lithuania,1
Serbia,Luxembourg,1
Turkey,Iceland,1
Turkey,Iceland,0
Albania,Andorra,1
Albania,Andorra,0
France,Moldova,1
Martinique,Honduras,1
Martinique,Honduras,0
Curaçao,Costa Rica,0
Saint Kitts and Nevis,Grenada,1
Saint Kitts and Nevis,Grenada,0
Belize,French Guiana,1
Bahamas,British Virgin Islands,1
Turks and Caicos Islands,Sint Maarten,1
Bulgaria,Paraguay,0
Cambodia,Mongolia,1
Cambodia,Mongolia,0
Ecuador,Trinidad and Tobago,1
Qatar,Singapore,1
Republic of Ireland,New Zealand,1
Ukraine,Estonia,1
Maldives,Philippines,0
Syria,China,1
Jordan,Australia,0
Kuwait,Taiwan,1
Iraq,Iran,1
Hong Kong,Bahrain,1
Hong Kong,Bahrain,0
Uzbekistan,Saudi Arabia,0
Yemen,Palestine,1
Afghanistan,India,1
Afghanistan,India,0
Oman,Bangladesh,1
Myanmar,Tajikistan,1
Kyrgyzstan,Japan,0
Vietnam,United Arab Emirates,1
Malaysia,Thailand,1
Lebanon,Korea Republic,1
Lebanon,Korea Republic,0
Turkmenistan,North Korea,1
Morocco,Mauritania,1
Morocco,Mauritania,0
Zimbabwe,Botswana,1
Zimbabwe,Botswana,0
Tanzania,Equatorial Guinea,1
Tunisia,Libya,1
Denmark,Gibraltar,1
Switzerland,Georgia,1
Norway,Faroe Islands,1
Spain,Malta,1
Romania,Sweden,0
Finland,Liechtenstein,1
Brazil,Argentina,0
Bosnia and Herzegovina,Italy,0
Armenia,Greece,0
United States,Canada,1
Panama,Mexico,0
Antigua and Barbuda,Jamaica,0
Guyana,Aruba,1
Saint Vincent and the Grenadines,Nicaragua,1
Suriname,Dominica,1
Colombia,Peru,1
Hungary,Uruguay,0
Côte d'Ivoire,Niger,1
Madagascar,Ethiopia,1
Northern Ireland,Netherlands,1
Northern Ireland,Netherlands,0
Germany,Belarus,1
Croatia,Slovakia,1
Azerbaijan,Wales,0
Slovenia,Latvia,1
Austria,North Macedonia,1
Israel,Poland,0
Cyprus,Scotland,0
San Marino,Kazakhstan,0
Russia,Belgium,0
Saint Lucia,Dominican Republic,1
El Salvador,Montserrat,1
Saint Martin,Barbados,1
Cayman Islands,United States Virgin Islands,1
Guatemala,Puerto Rico,1
Chad,Mali,0
Guinea,Namibia,1
South Sudan,Burkina Faso,0
Uganda,Malawi,1
South Africa,Sudan,1
Gabon,Angola,1
Rwanda,Cameroon,0
Congo,Guinea-Bissau,1
Eswatini,Senegal,0
Benin,Sierra Leone,1
Lesotho,Nigeria,0
Kosovo,England,0
Bulgaria,Czechia,1
Luxembourg,Portugal,0
Serbia,Ukraine,1
Serbia,Ukraine,0
Albania,France,0
Andorra,Turkey,0
Moldova,Iceland,0
Honduras,Trinidad and Tobago,1
Costa Rica,Haiti,1
Costa Rica,Haiti,0
Grenada,Belize,1
French Guiana,Saint Kitts and Nevis,1
Bonaire,Bahamas,1
Bonaire,Bahamas,0
Guadeloupe,Turks and Caicos Islands,1
Lithuania,New Zealand,1
São Tomé and Príncipe,Ghana,0
Gambia,DR Congo,1
Gambia,DR Congo,0
Cabo Verde,Mozambique,1
Cabo Verde,Mozambique,0
Comoros,Egypt,1
Comoros,Egypt,0
Kenya,Togo,1
Kenya,Togo,0
Botswana,Algeria,0
Niger,Madagascar,0
Republic of Ireland,Denmark,1
Republic of Ireland,Denmark,0
Gibraltar,Switzerland,0
Malta,Norway,0
Spain,Romania,1
Sweden,Faroe Islands,1
Italy,Armenia,1
Liechtenstein,Bosnia and Herzegovina,0
Greece,Finland,1
Jamaica,Guyana,1
Jamaica,Guyana,0
Aruba,Antigua and Barbuda,0
Nicaragua,Suriname,0
Dominica,Saint Vincent and the Grenadines,1
Argentina,Uruguay,1
Argentina,Uruguay,0
Burundi,Morocco,0
Mauritania,Central African Republic,1
Zambia,Zimbabwe,0
Equatorial Guinea,Tunisia,0
Libya,Tanzania,1
Ethiopia,Côte d'Ivoire,1
Germany,Northern Ireland,1
Netherlands,Estonia,1
Wales,Hungary,1
Slovakia,Azerbaijan,1
North Macedonia,Israel,1
Japan,Venezuela,0
Poland,Slovenia,1
Latvia,Austria,1
Scotland,Kazakhstan,1
Belgium,Cyprus,1
San Marino,Russia,0
Cuba,United States,0
Mexico,Bermuda,1
El Salvador,Dominican Republic,1
Saint Lucia,Montserrat,0
Barbados,Cayman Islands,1
United States Virgin Islands,Saint Martin,0
Puerto Rico,Anguilla,1
Brazil,Korea Republic,1
Croatia,Georgia,1
Ecuador,Colombia,0
Montenegro,Belarus,1
Saudi Arabia,Paraguay,1
Saudi Arabia,Paraguay,0
Maldives,Guam,1
Syria,Philippines,1
Nepal,Kuwait,0
Jordan,Taiwan,1
Iraq,Bahrain,1
Iraq,Bahrain,0
Hong Kong,Cambodia,1
Uzbekistan,Palestine,1
Yemen,Singapore,0
Afghanistan,Qatar,0
Oman,India,1
Myanmar,Mongolia,1
Kyrgyzstan,Tajikistan,1
Kyrgyzstan,Tajikistan,0
Vietnam,Thailand,1
Vietnam,Thailand,0
Malaysia,Indonesia,1
Turkmenistan,Sri Lanka,1
Lebanon,North Korea,1
Lebanon,North Korea,0
Guatemala,Antigua and Barbuda,1
Qatar,Iraq,0
United Arab Emirates,Yemen,1
Oman,Bahrain,1
Oman,Bahrain,0
Saudi Arabia,Kuwait,0
United Arab Emirates,Iraq,0
Qatar,Yemen,1
Kuwait,Oman,0
Bahrain,Saudi Arabia,0
Qatar,United Arab Emirates,1
Yemen,Iraq,1
Yemen,Iraq,0
Kuwait,Bahrain,0
Oman,Saudi Arabia,0
Iraq,Bahrain,1
Iraq,Bahrain,0
Qatar,Saudi Arabia,0
Bahrain,Saudi Arabia,1
Luhansk PR,South Ossetia,1
China,Japan,0
Korea Republic,Hong Kong,1
Japan,Hong Kong,1
Tamil Eelam,East Turkestan,1
Korea Republic,China,1
Hong Kong,China,0
Korea Republic,Japan,1
Chagos Islands,Panjab,0
Barbados,Canada,0
Moldova,Sweden,0
Barbados,Canada,0
Kosovo,Sweden,0
Canada,Iceland,0
El Salvador,Iceland,0
United States,Costa Rica,1
Germany,Spain,1
Germany,Spain,0
Ukraine,Switzerland,1
Russia,Serbia,1
Turkey,Hungary,0
Bulgaria,Republic of Ireland,1
Bulgaria,Republic of Ireland,0
Finland,Wales,0
Moldova,Kosovo,1
Moldova,Kosovo,0
Slovenia,Greece,1
Slovenia,Greece,0
Latvia,Andorra,1
Latvia,Andorra,0
Faroe Islands,Malta,1
Italy,Bosnia and Herzegovina,1
Italy,Bosnia and Herzegovina,0
Netherlands,Poland,1
Norway,Austria,0
Romania,Northern Ireland,1
Romania,Northern Ireland,0
Scotland,Israel,1
Scotland,Israel,0
Slovakia,Czechia,0
Lithuania,Kazakhstan,0
Belarus,Albania,0
Iceland,England,0
Denmark,Belgium,0
Portugal,Croatia,1
Sweden,France,0
Cyprus,Montenegro,0
Azerbaijan,Luxembourg,0
North Macedonia,Armenia,1
Estonia,Georgia,0
Gibraltar,San Marino,1
Spain,Ukraine,1
Switzerland,Germany,1
Switzerland,Germany,0
Hungary,Russia,0
Serbia,Turkey,1
Serbia,Turkey,0
Wales,Bulgaria,1
Republic of Ireland,Finland,0
Slovenia,Moldova,1
Kosovo,Greece,0
Andorra,Faroe Islands,0
Malta,Latvia,1
Malta,Latvia,0
Bosnia and Herzegovina,Poland,0
Netherlands,Italy,0
Northern Ireland,Norway,0
Austria,Romania,0
Czechia,Scotland,0
Israel,Slovakia,1
Israel,Slovakia,0
Kazakhstan,Belarus,0
Albania,Lithuania,0
Belgium,Iceland,1
Denmark,England,1
Denmark,England,0
France,Croatia,1
Sweden,Portugal,0
Luxembourg,Montenegro,0
Cyprus,Azerbaijan,0
Armenia,Estonia,1
Georgia,North Macedonia,1
Georgia,North Macedonia,0
San Marino,Liechtenstein,0
Nicaragua,Guatemala,1
Nicaragua,Guatemala,0
Andorra,Cabo Verde,0
Austria,Greece,1
Cyprus,Czechia,0
Denmark,Faroe Islands,1
Estonia,Lithuania,0
France,Ukraine,1
Germany,Turkey,1
Germany,Turkey,0
Italy,Moldova,1
Luxembourg,Liechtenstein,0
Malta,Gibraltar,1
Montenegro,Latvia,1
Montenegro,Latvia,0
Netherlands,Mexico,0
Poland,Finland,1
Portugal,Spain,1
Portugal,Spain,0
Slovenia,San Marino,1
Switzerland,Croatia,0
Zambia,Malawi,1
Belgium,Côte d'Ivoire,1
Belgium,Côte d'Ivoire,0
England,Wales,1
Russia,Sweden,0
South Africa,Namibia,1
South Africa,Namibia,0
Uzbekistan,Iran,0
Paraguay,Peru,1
Paraguay,Peru,0
Uruguay,Chile,1
Argentina,Ecuador,1
Iceland,Romania,1
Bulgaria,Hungary,0
Bosnia and Herzegovina,Northern Ireland,1
Bosnia and Herzegovina,Northern Ireland,0
Slovakia,Republic of Ireland,1
Slovakia,Republic of Ireland,0
Scotland,Israel,1
Scotland,Israel,0
Norway,Serbia,0
Georgia,Belarus,1
North Macedonia,Kosovo,1
Burkina Faso,DR Congo,1
Congo,Gambia,0
Japan,Cameroon,1
Japan,Cameroon,0
Kenya,Zambia,1
Mali,Ghana,1
Mauritania,Sierra Leone,1
Morocco,Senegal,1
Nigeria,Algeria,0
Tunisia,Sudan,1
Colombia,Venezuela,1
Brazil,Bolivia,1
Spain,Switzerland,1
Ukraine,Germany,0
Luxembourg,Cyprus,1
Montenegro,Azerbaijan,1
Faroe Islands,Latvia,1
Faroe Islands,Latvia,0
Andorra,Malta,1
Andorra,Malta,0
Liechtenstein,Gibraltar,0
Cabo Verde,Guinea,0
Costa Rica,Panama,0
Honduras,Nicaragua,1
Honduras,Nicaragua,0
Niger,Chad,1
Bosnia and Herzegovina,Netherlands,1
Bosnia and Herzegovina,Netherlands,0
Poland,Italy,1
Poland,Italy,0
England,Belgium,1
Iceland,Denmark,0
Croatia,Sweden,1
France,Portugal,1
France,Portugal,0
Norway,Romania,1
Northern Ireland,Austria,0
Scotland,Slovakia,1
Israel,Czechia,0
Serbia,Hungary,0
Russia,Turkey,1
Russia,Turkey,0
Republic of Ireland,Wales,1
Republic of Ireland,Wales,0
Finland,Bulgaria,1
Armenia,Georgia,1
Armenia,Georgia,0
Estonia,North Macedonia,1
Estonia,North Macedonia,0
Kosovo,Slovenia,0
Greece,Moldova,1
Kazakhstan,Albania,1
Kazakhstan,Albania,0
Lithuania,Belarus,1
Lithuania,Belarus,0
Gabon,Benin,0
Malawi,Zimbabwe,1
Malawi,Zimbabwe,0
South Africa,Zambia,0
Tanzania,Burundi,0
Burkina Faso,Madagascar,1
Ghana,Qatar,1
Togo,Sudan,1
Togo,Sudan,0
United Arab Emirates,Uzbekistan,0
Cameroon,South Sudan,1
Cameroon,South Sudan,0
Germany,Switzerland,1
Germany,Switzerland,0
Ukraine,Spain,1
Azerbaijan,Cyprus,1
Azerbaijan,Cyprus,0
Montenegro,Luxembourg,0
Latvia,Malta,0
Faroe Islands,Andorra,1
Liechtenstein,San Marino,1
Liechtenstein,San Marino,0
Costa Rica,Panama,0
Japan,Côte d'Ivoire,1
Mexico,Algeria,1
Mexico,Algeria,0
Morocco,DR Congo,1
Morocco,DR Congo,0
Mozambique,Angola,0
Niger,Sierra Leone,1
Nigeria,Tunisia,1
Nigeria,Tunisia,0
Bolivia,Argentina,0
Ecuador,Uruguay,1
Venezuela,Paraguay,0
Peru,Brazil,0
Chile,Colombia,1
Chile,Colombia,0
Italy,Netherlands,1
Italy,Netherlands,0
Poland,Bosnia and Herzegovina,1
Iceland,Belgium,0
England,Denmark,0
Portugal,Sweden,1
Croatia,France,0
Norway,Northern Ireland,1
Romania,Austria,0
Scotland,Czechia,1
Slovakia,Israel,0
Russia,Hungary,1
Russia,Hungary,0
Turkey,Serbia,1
Turkey,Serbia,0
Finland,Republic of Ireland,1
Bulgaria,Wales,0
North Macedonia,Georgia,1
North Macedonia,Georgia,0
Estonia,Armenia,1
Estonia,Armenia,0
Greece,Kosovo,1
Greece,Kosovo,0
Moldova,Slovenia,0
Lithuania,Albania,1
Lithuania,Albania,0
Belarus,Kazakhstan,1
Ethiopia,Sudan,1
Ethiopia,Sudan,0
Bahrain,Tajikistan,1
Albania,Kosovo,1
Belgium,Switzerland,1
Bulgaria,Gibraltar,1
Denmark,Sweden,1
France,Finland,0
Germany,Czechia,1
Greece,Cyprus,1
Italy,Estonia,1
Lithuania,Faroe Islands,1
Luxembourg,Austria,0
Malta,Liechtenstein,1
Montenegro,Kazakhstan,1
Montenegro,Kazakhstan,0
Netherlands,Spain,1
Netherlands,Spain,0
Poland,Ukraine,1
Portugal,Andorra,1
Romania,Belarus,1
San Marino,Latvia,0
Slovenia,Azerbaijan,1
Slovenia,Azerbaijan,0
Turkey,Croatia,1
Turkey,Croatia,0
Guinea,Chad,1
Mauritania,Burundi,1
Mauritania,Burundi,0
Kenya,Comoros,1
Kenya,Comoros,0
Senegal,Guinea-Bissau,1
Libya,Equatorial Guinea,0
Hungary,Iceland,1
Northern Ireland,Slovakia,0
Serbia,Scotland,1
Serbia,Scotland,0
Georgia,North Macedonia,0
Bosnia and Herzegovina,Iran,0
England,Republic of Ireland,1
Jordan,Iraq,1
Jordan,Iraq,0
Lebanon,Bahrain,0
Moldova,Russia,1
Moldova,Russia,0
United Arab Emirates,Tajikistan,1
Uzbekistan,Syria,0
Wales,United States,1
Wales,United States,0
Bolivia,Ecuador,0
Argentina,Paraguay,1
Argentina,Paraguay,0
Burkina Faso,Malawi,1
Uganda,South Sudan,1
Ghana,Sudan,1
Gabon,Gambia,1
Cabo Verde,Rwanda,1
Cabo Verde,Rwanda,0
Cameroon,Mozambique,1
Zambia,Botswana,1
Algeria,Zimbabwe,1
Congo,Eswatini,1
Côte d'Ivoire,Madagascar,1
Bangladesh,Nepal,1
Costa Rica,Qatar,1
Costa Rica,Qatar,0
Japan,Panama,1
Colombia,Uruguay,0
Chile,Peru,1
Brazil,Venezuela,1
Mali,Namibia,1
South Africa,São Tomé and Príncipe,1
Morocco,Central African Republic,1
Tunisia,Tanzania,1
Niger,Ethiopia,1
Nigeria,Sierra Leone,1
Nigeria,Sierra Leone,0
Portugal,France,0
Sweden,Croatia,1
Germany,Ukraine,1
Switzerland,Spain,1
Switzerland,Spain,0
Azerbaijan,Montenegro,1
Azerbaijan,Montenegro,0
Cyprus,Luxembourg,1
Malta,Andorra,1
Latvia,Faroe Islands,1
Latvia,Faroe Islands,0
San Marino,Gibraltar,1
San Marino,Gibraltar,0
Mexico,Korea Republic,1
Saudi Arabia,Jamaica,1
DR Congo,Angola,1
DR Congo,Angola,0
Egypt,Togo,1
Benin,Lesotho,1
Netherlands,Bosnia and Herzegovina,1
Italy,Poland,1
Belgium,England,1
Denmark,Iceland,1
Austria,Northern Ireland,1
Romania,Norway,1
Slovakia,Scotland,1
Czechia,Israel,1
Turkey,Russia,1
Hungary,Serbia,1
Hungary,Serbia,0
Wales,Republic of Ireland,1
Bulgaria,Finland,0
North Macedonia,Estonia,1
Georgia,Armenia,0
Slovenia,Kosovo,1
Moldova,Greece,0
Albania,Kazakhstan,1
Belarus,Lithuania,1
Guatemala,Honduras,1
Chad,Guinea,1
Chad,Guinea,0
Burundi,Mauritania,1
Comoros,Kenya,1
Guinea-Bissau,Senegal,0
Equatorial Guinea,Libya,1
Jordan,Syria,1
United Arab Emirates,Bahrain,0
United States,Panama,1
Basque Country,Costa Rica,1
Malawi,Burkina Faso,1
Malawi,Burkina Faso,0
South Sudan,Uganda,1
South Africa,São Tomé and Príncipe,1
Gambia,Gabon,1
Mozambique,Cameroon,0
Zimbabwe,Algeria,1
Zimbabwe,Algeria,0
Botswana,Zambia,1
Eswatini,Congo,1
Eswatini,Congo,0
Croatia,Portugal,0
France,Sweden,1
Spain,Germany,1
Switzerland,Ukraine,1
Luxembourg,Azerbaijan,1
Luxembourg,Azerbaijan,0
Montenegro,Cyprus,1
Andorra,Latvia,0
Malta,Faroe Islands,1
Malta,Faroe Islands,0
Gibraltar,Liechtenstein,1
Gibraltar,Liechtenstein,0
Bangladesh,Nepal,1
Bangladesh,Nepal,0
Japan,Mexico,0
Korea Republic,Qatar,1
Saudi Arabia,Jamaica,0
Uzbekistan,Iraq,0
Ecuador,Colombia,1
Venezuela,Chile,1
Peru,Argentina,0
Paraguay,Bolivia,1
Paraguay,Bolivia,0
Uruguay,Brazil,0
Namibia,Mali,0
Sudan,Ghana,1
Angola,DR Congo,0
Central African Republic,Morocco,0
Rwanda,Cabo Verde,1
Rwanda,Cabo Verde,0
Togo,Egypt,0
Tanzania,Tunisia,1
Tanzania,Tunisia,0
Ethiopia,Niger,1
Madagascar,Côte d'Ivoire,1
Madagascar,Côte d'Ivoire,0
Sierra Leone,Nigeria,1
Sierra Leone,Nigeria,0
Lesotho,Benin,1
Lesotho,Benin,0
Bosnia and Herzegovina,Italy,0
Poland,Netherlands,0
England,Iceland,1
Belgium,Denmark,1
Northern Ireland,Romania,1
Northern Ireland,Romania,0
Austria,Norway,1
Austria,Norway,0
Czechia,Slovakia,1
Israel,Scotland,1
Hungary,Turkey,1
Serbia,Russia,1
Republic of Ireland,Bulgaria,1
Republic of Ireland,Bulgaria,0
Wales,Finland,1
Armenia,North Macedonia,1
Georgia,Estonia,1
Georgia,Estonia,0
Kosovo,Moldova,1
Greece,Slovenia,1
Greece,Slovenia,0
Albania,Belarus,1
Kazakhstan,Lithuania,0
Qatar,Bangladesh,1
United States,El Salvador,1
United Arab Emirates,Iraq,1
United Arab Emirates,Iraq,0
Kuwait,Palestine,0
Dominican Republic,Puerto Rico,0
Guatemala,Puerto Rico,1
Dominican Republic,Serbia,1
Dominican Republic,Serbia,0
Iraq,Kuwait,1
Panama,Serbia,1
Panama,Serbia,0
United States,Trinidad and Tobago,1
Jordan,Tajikistan,1
Jordan,Tajikistan,0
Jordan,Uzbekistan,0
Guatemala,Nicaragua,1
Kenya,South Sudan,1
Kenya,Tanzania,1
Ethiopia,Malawi,1
Oman,Jordan,1
Oman,Jordan,0
Belarus,Honduras,1
Belarus,Honduras,0
Jordan,Lebanon,1
Kosovo,Lithuania,1
Qatar,Luxembourg,1
Antigua and Barbuda,Montserrat,1
Antigua and Barbuda,Montserrat,0
Suriname,Cayman Islands,1
Guatemala,Cuba,1
Dominican Republic,Dominica,1
Saint Kitts and Nevis,Puerto Rico,1
Portugal,Azerbaijan,1
Serbia,Republic of Ireland,1
France,Ukraine,1
France,Ukraine,0
Finland,Bosnia and Herzegovina,1
Finland,Bosnia and Herzegovina,0
Belgium,Wales,1
Estonia,Czechia,0
Turkey,Netherlands,1
Gibraltar,Norway,0
Latvia,Montenegro,0
Malta,Russia,0
Slovenia,Croatia,1
Cyprus,Slovakia,1
Cyprus,Slovakia,0
Chad,Namibia,0
Guinea,Mali,1
South Sudan,Malawi,0
Uganda,Burkina Faso,1
Uganda,Burkina Faso,0
São Tomé and Príncipe,Sudan,0
Rwanda,Mozambique,1
Ethiopia,Madagascar,1
Bahrain,Syria,1
India,Oman,1
India,Oman,0
Japan,Korea Republic,1
Saudi Arabia,Kuwait,1
United States,Jamaica,1
El Salvador,Grenada,1
Canada,Bermuda,1
Curaçao,Saint Vincent and the Grenadines,1
Panama,Barbados,1
Haiti,Belize,1
Trinidad and Tobago,Guyana,1
Spain,Greece,1
Spain,Greece,0
Sweden,Georgia,1
Bulgaria,Switzerland,0
Italy,Northern Ireland,1
Israel,Denmark,0
Scotland,Austria,1
Scotland,Austria,0
Moldova,Faroe Islands,1
Moldova,Faroe Islands,0
England,San Marino,1
Andorra,Albania,0
Hungary,Poland,1
Hungary,Poland,0
Germany,Iceland,1
Liechtenstein,Armenia,0
Romania,North Macedonia,1
South Africa,Ghana,1
South Africa,Ghana,0
Gambia,Angola,1
Gabon,DR Congo,1
Comoros,Togo,1
Comoros,Togo,0
Kenya,Egypt,1
Kenya,Egypt,0
Botswana,Zimbabwe,0
Zambia,Algeria,1
Zambia,Algeria,0
Equatorial Guinea,Tanzania,1
Libya,Tunisia,0
Tajikistan,Mongolia,1
Chile,Bolivia,1
Burundi,Central African Republic,1
Burundi,Central African Republic,0
Mauritania,Morocco,1
Mauritania,Morocco,0
Cabo Verde,Cameroon,1
Eswatini,Guinea-Bissau,0
Congo,Senegal,1
Congo,Senegal,0
Niger,Côte d'Ivoire,0
Bosnia and Herzegovina,Costa Rica,1
Bosnia and Herzegovina,Costa Rica,0
Nepal,Bangladesh,1
Nepal,Bangladesh,0
Qatar,Azerbaijan,1
Wales,Mexico,1
United States Virgin Islands,Antigua and Barbuda,0
Aruba,Suriname,0
British Virgin Islands,Guatemala,0
Anguilla,Dominican Republic,0
Turks and Caicos Islands,Nicaragua,0
Bahamas,Saint Kitts and Nevis,0
Republic of Ireland,Luxembourg,0
Serbia,Portugal,1
Serbia,Portugal,0
Belarus,Estonia,1
Czechia,Belgium,1
Czechia,Belgium,0
Montenegro,Gibraltar,1
Netherlands,Latvia,1
Norway,Turkey,0
Russia,Slovenia,1
Croatia,Cyprus,1
Slovakia,Malta,1
Slovakia,Malta,0
Lesotho,Sierra Leone,1
Lesotho,Sierra Leone,0
Benin,Nigeria,0
Greece,Honduras,1
Northern Ireland,United States,0
Montserrat,El Salvador,1
Montserrat,El Salvador,0
Cuba,Curaçao,0
Dominica,Panama,0
Puerto Rico,Trinidad and Tobago,1
Puerto Rico,Trinidad and Tobago,0
Georgia,Spain,0
Kosovo,Sweden,0
Switzerland,Lithuania,1
Bulgaria,Italy,0
Kazakhstan,France,0
Ukraine,Finland,1
Ukraine,Finland,0
Denmark,Moldova,1
Austria,Faroe Islands,1
Israel,Scotland,1
Israel,Scotland,0
Albania,England,0
Poland,Andorra,1
San Marino,Hungary,0
Armenia,Iceland,1
North Macedonia,Liechtenstein,1
Romania,Germany,0
Namibia,Guinea,1
Mali,Chad,1
Ghana,São Tomé and Príncipe,1
Sudan,South Africa,1
Tunisia,Equatorial Guinea,1
Tanzania,Libya,1
Ecuador,Bolivia,1
Kuwait,Lebanon,1
Kuwait,Lebanon,0
Nepal,Bangladesh,1
Uzbekistan,Iraq,0
Cayman Islands,Canada,0
Burkina Faso,South Sudan,1
Malawi,Uganda,1
Angola,Gabon,1
DR Congo,Gambia,1
Togo,Kenya,0
Egypt,Comoros,1
Algeria,Botswana,1
Zimbabwe,Zambia,0
United Arab Emirates,India,1
Bahrain,Jordan,0
Costa Rica,Mexico,0
Iran,Syria,1
Republic of Ireland,Qatar,1
Republic of Ireland,Qatar,0
Grenada,United States Virgin Islands,1
Bermuda,Aruba,1
Saint Vincent and the Grenadines,British Virgin Islands,1
Barbados,Anguilla,1
Belize,Turks and Caicos Islands,1
Guyana,Bahamas,1
Azerbaijan,Serbia,0
Luxembourg,Portugal,0
